prompt,lang,expected_way,way_id,model,score
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/docs/docstrings,en,0.0567
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,writing,en,0.0566
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,meta/project-health,en,0.0554
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-ai-mcp-google-workspace-mcp/api-design/tool-surface,en,0.0551
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/architecture/design,en,0.0550
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/visualization/charts,en,0.0511
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/supplychain/historysever,en,0.0509
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/delivery/implement,en,0.0482
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/docs/mermaid,en,0.0482
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,workstation/shell/sshagent,en,0.0463
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-praecipio-platform-ops/ops/analysis,en,0.0449
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-app-github-manager/ops/analysis,en,0.0449
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,itops/incident,en,0.0444
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/delivery/release,en,0.0419
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/environment/ssh,en,0.0411
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-ai-mcp-google-workspace-mcp/api-design/full-coverage,en,0.0388
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/visualization,en,0.0385
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,ea,en,0.0380
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,research,en,0.0358
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-app-github-manager/ops/enterprise-cli,en,0.0319
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-praecipio-platform-ops/ops/enterprise-cli,en,0.0319
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-praecipio-ets-global/audit/project-context,en,0.0308
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/visualization/diagrams,en,0.0307
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,itops/proposals,en,0.0292
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/supplychain/automation,en,0.0286
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,meta/memory,en,0.0280
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/docs/readme,en,0.0249
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,ea/calendar,en,0.0246
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,itops/policy,en,0.0245
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/security/secrets,en,0.0226
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/delivery/branching,en,0.0226
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-app-markdown-mixed-media/build,en,0.0217
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,meta/trust/delegation,en,0.0210
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,workstation/shell,en,0.0209
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/supplychain/depscan/node,en,0.0206
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,meta/trust/voice,en,0.0199
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-ai-knowledge-graph-system/kg/cli,en,0.0194
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/architecture/threat-modeling,en,0.0178
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,workstation/shell/shellrc,en,0.0170
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/supplychain/depscan/rust,en,0.0138
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/architecture,en,0.0129
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/supplychain/depscan/go,en,0.0122
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/supplychain/sourceaudit,en,0.0114
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,meta/trust,en,0.0082
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/security,en,0.0078
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,ea/comms/recap,en,0.0059
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,workstation/shell/tools,en,0.0059
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,-home-aaron-Projects-app-markdown-mixed-media/testing,en,0.0037
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/supplychain/depscan,en,0.0031
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/environment/debugging,multi,0.7881
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/testing,multi,0.5938
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,meta/subagents,multi,0.5123
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/testing/mocking,multi,0.5053
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/testing/tdd,multi,0.4746
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/delivery/implement,multi,0.4456
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,research,multi,0.4452
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,meta/knowledge/optimization/tuning,multi,0.4429
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/architecture/adr/migration,multi,0.4382
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/supplychain/depscan,multi,0.4374
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/supplychain/sourceaudit,multi,0.4355
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/docs/standards,multi,0.4273
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/errors,multi,0.4178
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,itops/incident,multi,0.4164
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/supplychain/repoaudit,multi,0.4164
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/supplychain/historysever,multi,0.4144
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/performance,multi,0.4073
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,meta/knowledge,multi,0.4069
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,meta/tracking,multi,0.4066
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/environment/makefile,multi,0.4043
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,meta/introspection,multi,0.3977
"デバッグ バグ 調査 スタックトレース",ja,softwaredev/environment/debugging,softwaredev/code/supplychain/depscan/go,multi,0.3956
